supervisor_district_2012,property_location,parcel_number,block,lot,volume_number,use_code,use_definition,property_class_code,property_class_code_definition,year_property_built,number_of_bathrooms,number_of_bedrooms,number_of_rooms,number_of_stories,number_of_units,closed_roll_year,zoning_code,construction_type,lot_depth,lot_frontage,property_area,basement_area,lot_area,lot_code,the_geom,tax_rate_area_code,percent_of_ownership,exemption_code,exemption_code_definition,status_code,misc_exemption_value,homeowner_exemption_value,current_sales_date,assessed_fixtures_value,assessed_improvement_value,assessed_land_value,assessed_personal_property_value,assessor_neighborhood_district,assessor_neighborhood_code,assessor_neighborhood,supervisor_district,analysis_neighborhood,data_loaded_at,data_as_of,row_id,total_assessed_value,property_price_per_sqft
6.0,0000 0001 POLK                ST0000,0814022,0814,022,6.0,SRES,Single Family Residential,Z,Condominium,2008.0,0.0,0.0,0.0,21.0,0.0,2009,,,0.0,0.0,0.0,0.0,0.0,,POINT (-122.41832595993753 37.7767879553012),1000.0,1.0,,,,0.0,0.0,,0.0,39306719.0,15466586.0,0.0,8.0,8F,Van Ness/ Civic Center,6.0,Tenderloin,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20090814022,54773305.0,
6.0,0000 0001 POLK                ST0000,0814022,0814,022,6.0,SRES,Single Family Residential,Z,Condominium,2008.0,0.0,0.0,0.0,21.0,0.0,2010,,,0.0,0.0,0.0,0.0,0.0,,POINT (-122.41832595993753 37.7767879553012),1000.0,1.0,,,,0.0,0.0,,0.0,39213561.0,15429930.0,0.0,8.0,8F,Van Ness/ Civic Center,6.0,Tenderloin,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20100814022,54643491.0,
6.0,0000 0001 POLK                ST0000,0814022,0814,022,6.0,SRES,Single Family Residential,Z,Condominium,2008.0,0.0,0.0,0.0,21.0,0.0,2008,,,0.0,0.0,0.0,0.0,0.0,,POINT (-122.41832595993753 37.7767879553012),1000.0,1.0,,,,0.0,0.0,,0.0,38536000.0,15163320.0,0.0,8.0,8F,Van Ness/ Civic Center,6.0,Tenderloin,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20080814022,53699320.0,
2.0,0000 2950 BROADWAY              0000,0957031,0957,031,7.0,SRES,Single Family Residential,D,Dwelling,1922.0,6.0,5.0,17.0,3.0,0.0,2022,,,0.0,0.0,12730.0,2037.0,15622.0,O,POINT (-122.4457023535777 37.793296850031496),1000.0,1.0,,,,0.0,0.0,2013-03-19T00:00:00.000,0.0,21107093.0,28429873.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20220957031,49536966.0,3891.356323644933
2.0,0000 2950 BROADWAY              0000,0957031,0957,031,7.0,SRES,Single Family Residential,D,Dwelling,1922.0,6.0,5.0,17.0,3.0,0.0,2021,,,0.0,0.0,12730.0,2037.0,15622.0,O,POINT (-122.4457023535777 37.793296850031496),1000.0,1.0,,,,0.0,0.0,2013-03-19T00:00:00.000,0.0,20693229.0,27872425.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20210957031,48565654.0,3815.0553024351925
2.0,2950 2950 BROADWAY              0000,0957031,0957,031,7.0,SRES,Single Family Residential,D,Dwelling,1922.0,6.0,5.0,17.0,3.0,0.0,2020,,,0.0,0.0,12730.0,2037.0,15622.0,O,POINT (-122.4457023535777 37.793296850031496),1000.0,1.0,,,,0.0,0.0,2013-03-19T00:00:00.000,0.0,20481046.0,27586628.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20200957031,48067674.0,3775.9366849960725
2.0,2950 2950 BROADWAY              0000,0957031,0957,031,7.0,SRES,Single Family Residential,D,Dwelling,1922.0,6.0,5.0,17.0,3.0,0.0,2019,,,0.0,0.0,12730.0,2037.0,15622.0,O,POINT (-122.4457023535777 37.793296850031496),1000.0,1.0,,,,0.0,0.0,2013-03-19T00:00:00.000,0.0,20079458.0,27045714.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20190957031,47125172.0,3701.8988216810685
2.0,0000 2920 BROADWAY              0000,0957003,0957,003,7.0,SRES,Single Family Residential,D,Dwelling,1931.0,7.0,7.0,15.0,3.0,1.0,2022,RH1D,D,0.0,0.0,11455.0,0.0,7871.0,,POINT (-122.44525536262057 37.7932680882562),1000.0,1.0,,,,0.0,0.0,2021-04-26T00:00:00.000,0.0,13311000.0,31059000.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20220957003,44370000.0,3873.4177215189875
2.0,0000 2840 BROADWAY              0000,0958004,0958,004,7.0,SRES,Single Family Residential,D,Dwelling,1916.0,7.0,0.0,22.0,3.0,1.0,2022,RH1D,D,0.0,0.0,17286.0,0.0,7562.0,,POINT (-122.44389121405669 37.79344144709205),1000.0,0.5,,,,0.0,0.0,2011-08-10T00:00:00.000,0.0,15064296.0,27341410.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20220958004,42405706.0,2453.1821126923523
2.0,0000 2840 BROADWAY              0000,0958004,0958,004,7.0,SRES,Single Family Residential,D,Dwelling,1916.0,7.0,0.0,22.0,3.0,1.0,2017,RH1D,D,0.0,0.0,17286.0,0.0,7562.0,,POINT (-122.44389121405669 37.79344144709205),1000.0,0.5,,,,0.0,0.0,2011-08-10T00:00:00.000,0.0,16720606.0,25000238.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20170958004,41720844.0,2413.5626518569943
2.0,0000 2840 BROADWAY              0000,0958004,0958,004,7.0,SRES,Single Family Residential,D,Dwelling,1916.0,7.0,0.0,22.0,3.0,1.0,2021,RH1D,D,0.0,0.0,17286.0,0.0,7562.0,,POINT (-122.44389121405669 37.79344144709205),1000.0,0.5,,,,0.0,0.0,2011-08-10T00:00:00.000,0.0,14768920.0,26805304.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20210958004,41574224.0,2405.080643295152
2.0,0000 2712 BROADWAY              0000,0959008,0959,008,7.0,SRES,Single Family Residential,D,Dwelling,1900.0,3.0,0.0,10.0,3.0,1.0,2022,RH1D,D,0.0,0.0,4761.0,0.0,6185.0,,POINT (-122.44218834475753 37.79365770267778),1000.0,1.0,,,,0.0,0.0,2017-06-09T00:00:00.000,0.0,12467565.0,29090986.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20220959008,41558551.0,8728.954211300146
2.0,0000 2840 BROADWAY              0000,0958004,0958,004,7.0,SRES,Single Family Residential,D,Dwelling,1916.0,7.0,0.0,22.0,3.0,1.0,2020,RH1D,D,0.0,0.0,17286.0,0.0,7562.0,,POINT (-122.44389121405669 37.79344144709205),1000.0,0.5,,,,0.0,0.0,2011-08-10T00:00:00.000,0.0,14625918.0,26530450.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20200958004,41156368.0,2380.907555247021
2.0,0000 2840 BROADWAY              0000,0958004,0958,004,7.0,SRES,Single Family Residential,D,Dwelling,1916.0,7.0,0.0,22.0,3.0,1.0,2016,RH1D,D,0.0,0.0,17286.0,0.0,7562.0,,POINT (-122.44389121405669 37.79344144709205),1000.0,0.5,,,,0.0,0.0,2011-08-10T00:00:00.000,0.0,16392752.0,24510038.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20160958004,40902790.0,2366.2379960661806
2.0,0000 2712 BROADWAY              0000,0959008,0959,008,7.0,SRES,Single Family Residential,D,Dwelling,1900.0,3.0,0.0,10.0,3.0,1.0,2021,RH1D,D,0.0,0.0,4761.0,0.0,6185.0,,POINT (-122.44218834475753 37.79365770267778),1000.0,1.0,,,,0.0,0.0,2017-06-09T00:00:00.000,0.0,12223103.0,28520575.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20210959008,40743678.0,8557.798361688721
2.0,2950 2950 BROADWAY              0000,0957031,0957,031,7.0,SRES,Single Family Residential,D,Dwelling,1922.0,6.0,5.0,17.0,3.0,0.0,2018,,,0.0,0.0,12730.0,2037.0,15622.0,O,POINT (-122.4457023535777 37.793296850031496),1000.0,1.0,,,,0.0,0.0,2013-03-19T00:00:00.000,0.0,14068784.0,26515406.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20180957031,40584190.0,3188.0746268656717
2.0,0000 2840 BROADWAY              0000,0958004,0958,004,7.0,SRES,Single Family Residential,D,Dwelling,1916.0,7.0,0.0,22.0,3.0,1.0,2019,RH1D,D,0.0,0.0,17286.0,0.0,7562.0,,POINT (-122.44389121405669 37.79344144709205),1000.0,0.5,,,,0.0,0.0,2011-08-10T00:00:00.000,0.0,14339140.0,26010246.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20190958004,40349386.0,2334.223417794747
2.0,0000 2712 BROADWAY              0000,0959008,0959,008,7.0,SRES,Single Family Residential,D,Dwelling,1900.0,3.0,0.0,10.0,3.0,1.0,2020,RH1D,D,0.0,0.0,4761.0,0.0,6185.0,,POINT (-122.44218834475753 37.79365770267778),1000.0,1.0,,,,0.0,0.0,2017-06-09T00:00:00.000,0.0,12097771.0,28228132.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20200959008,40325903.0,8470.048939298467
2.0,0000 2840 BROADWAY              0000,0958004,0958,004,7.0,SRES,Single Family Residential,D,Dwelling,1916.0,7.0,0.0,22.0,3.0,1.0,2015,RH1D,D,0.0,0.0,17286.0,0.0,7562.0,,POINT (-122.44389121405669 37.79344144709205),1000.0,0.5,,,,0.0,0.0,2011-08-10T00:00:00.000,0.0,16146518.0,24141876.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20150958004,40288394.0,2330.695013305565
2.0,0000 2920 BROADWAY              0000,0957003,0957,003,7.0,SRES,Single Family Residential,D,Dwelling,1931.0,7.0,7.0,15.0,3.0,1.0,2021,RH1D,D,0.0,0.0,11455.0,0.0,7871.0,,POINT (-122.44525536262057 37.7932680882562),1000.0,1.0,,,,0.0,0.0,2018-10-05T00:00:00.000,0.0,12057636.0,28134484.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20210957003,40192120.0,3508.696639022261
2.0,2950 2950 BROADWAY              0000,0957031,0957,031,7.0,SRES,Single Family Residential,D,Dwelling,,0.0,0.0,0.0,0.0,0.0,2017,,,0.0,0.0,0.0,0.0,0.0,,POINT (-122.4457023535777 37.793296850031496),1000.0,1.0,,,,0.0,0.0,2013-03-19T00:00:00.000,0.0,13792926.0,25995497.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20170957031,39788423.0,
2.0,0000 2920 BROADWAY              0000,0957003,0957,003,7.0,SRES,Single Family Residential,D,Dwelling,1931.0,7.0,7.0,15.0,3.0,1.0,2020,RH1D,D,0.0,0.0,11455.0,0.0,7871.0,,POINT (-122.44525536262057 37.7932680882562),1000.0,1.0,,,,0.0,0.0,2018-10-05T00:00:00.000,0.0,11934000.0,27846000.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20200957003,39780000.0,3472.7193365342646
2.0,0000 2840 BROADWAY              0000,0958004,0958,004,7.0,SRES,Single Family Residential,D,Dwelling,1916.0,7.0,0.0,22.0,3.0,1.0,2018,RH1D,D,0.0,0.0,17286.0,0.0,7562.0,,POINT (-122.44389121405669 37.79344144709205),1000.0,0.5,,,,0.0,0.0,2011-08-10T00:00:00.000,0.0,14057984.0,25500242.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20180958004,39558226.0,2288.454587527479
2.0,0000 2712 BROADWAY              0000,0959008,0959,008,7.0,SRES,Single Family Residential,D,Dwelling,1900.0,3.0,0.0,10.0,3.0,1.0,2019,RH1D,D,0.0,0.0,4761.0,0.0,6185.0,,POINT (-122.44218834475753 37.79365770267778),1000.0,1.0,,,,0.0,0.0,2017-06-09T00:00:00.000,0.0,11860560.0,27674640.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20190959008,39535200.0,8303.969754253309
2.0,2950 2950 BROADWAY              0000,0957031,0957,031,7.0,SRES,Single Family Residential,D,Dwelling,,0.0,0.0,0.0,0.0,0.0,2016,,,0.0,0.0,0.0,0.0,0.0,,POINT (-122.4457023535777 37.793296850031496),1000.0,1.0,,,,0.0,0.0,2013-03-19T00:00:00.000,0.0,13522477.0,25485782.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20160957031,39008259.0,
2.0,0000 2920 BROADWAY              0000,0957003,0957,003,7.0,SRES,Single Family Residential,D,Dwelling,1931.0,7.0,7.0,15.0,3.0,1.0,2019,RH1D,D,0.0,0.0,11455.0,0.0,7871.0,,POINT (-122.44525536262057 37.7932680882562),1000.0,1.0,,,,0.0,0.0,2018-10-05T00:00:00.000,0.0,11700000.0,27300000.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20190957003,39000000.0,3404.626800523789
2.0,0000 2712 BROADWAY              0000,0959008,0959,008,7.0,SRES,Single Family Residential,D,Dwelling,1900.0,3.0,0.0,10.0,3.0,1.0,2018,RH1D,D,0.0,0.0,4761.0,0.0,6185.0,,POINT (-122.44218834475753 37.79365770267778),1000.0,1.0,,,,0.0,0.0,2017-06-09T00:00:00.000,0.0,11628000.0,27132000.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20180959008,38760000.0,8141.1468178954
2.0,0000 2901 BROADWAY              0000,0964001,0964,001,7.0,SRES,Single Family Residential,D,Dwelling,1927.0,7.0,7.0,12.0,3.0,1.0,2022,RH1D,D,0.0,0.0,6848.0,0.0,16570.0,,POINT (-122.44511502390264 37.792679460959405),1000.0,1.0,,,,0.0,0.0,2012-12-07T00:00:00.000,0.0,15253672.0,22946968.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20220964001,38200640.0,5578.3644859813085
2.0,0000 2901 BROADWAY              0000,0964001,0964,001,7.0,SRES,Single Family Residential,D,Dwelling,1927.0,7.0,7.0,12.0,3.0,1.0,2021,RH1D,D,0.0,0.0,6848.0,0.0,16570.0,,POINT (-122.44511502390264 37.792679460959405),1000.0,1.0,,,,0.0,0.0,2012-12-07T00:00:00.000,0.0,15423062.0,22497028.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20210964001,37920090.0,5537.396320093458
2.0,0000 2901 BROADWAY              0000,0964001,0964,001,7.0,SRES,Single Family Residential,D,Dwelling,1927.0,7.0,7.0,12.0,3.0,1.0,2020,RH1D,D,0.0,0.0,6848.0,0.0,16570.0,,POINT (-122.44511502390264 37.792679460959405),1000.0,1.0,,,,0.0,0.0,2012-12-07T00:00:00.000,0.0,15264919.0,22266349.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20200964001,37531268.0,5480.617406542056
2.0,0000 2901 BROADWAY              0000,0964001,0964,001,7.0,SRES,Single Family Residential,D,Dwelling,1927.0,7.0,7.0,12.0,3.0,1.0,2019,RH1D,D,0.0,0.0,6848.0,0.0,16570.0,,POINT (-122.44511502390264 37.792679460959405),1000.0,1.0,,,,0.0,0.0,2012-12-07T00:00:00.000,0.0,14965607.0,21829754.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20190964001,36795361.0,5373.154351635514
2.0,0000 2790 BROADWAY              0000,0959014,0959,014,7.0,SRES,Single Family Residential,D,Dwelling,1927.0,8.0,0.0,14.0,3.0,1.0,2022,RH1D,D,37.5,0.0,12150.0,0.0,8043.75,R,POINT (-122.44303334274107 37.79355036781568),1000.0,1.0,,,,0.0,0.0,1994-03-03T00:00:00.000,0.0,11016000.0,25704000.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20220959014,36720000.0,3022.222222222222
2.0,0000 2520 PACIFIC             AV0000,0583012,0583,012,5.0,SRES,Single Family Residential,D,Dwelling,1905.0,7.0,6.0,18.0,5.0,1.0,2022,RH1,C,0.0,0.0,14598.0,597.0,7466.0,,POINT (-122.43773624968992 37.79325919816034),1000.0,1.0,,,,0.0,0.0,2014-03-31T00:00:00.000,0.0,17418969.0,19002356.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20220583012,36421325.0,2494.953075763803
2.0,0000 2901 BROADWAY              0000,0964001,0964,001,7.0,SRES,Single Family Residential,D,Dwelling,1927.0,7.0,7.0,12.0,3.0,1.0,2018,RH1D,D,0.0,0.0,6848.0,0.0,16570.0,,POINT (-122.44511502390264 37.792679460959405),1000.0,1.0,,,,0.0,0.0,2012-12-07T00:00:00.000,0.0,14672164.0,21401720.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20180964001,36073884.0,5267.798481308411
2.0,2950 2950 BROADWAY              0000,0957031,0957,031,7.0,SRES,Single Family Residential,D,Dwelling,,0.0,0.0,0.0,0.0,0.0,2015,,,0.0,0.0,0.0,0.0,0.0,,POINT (-122.4457023535777 37.793296850031496),1000.0,1.0,,,,0.0,0.0,2013-03-19T00:00:00.000,0.0,10758412.0,25102962.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20150957031,35861374.0,
2.0,2520 2520 PACIFIC             AV0000,0583012,0583,012,5.0,SRES,Single Family Residential,D,Dwelling,1905.0,7.0,6.0,18.0,5.0,1.0,2021,RH1,C,0.0,0.0,14598.0,597.0,7466.0,,POINT (-122.43773624968992 37.79325919816034),1000.0,1.0,,,,0.0,0.0,2014-03-31T00:00:00.000,0.0,17077422.0,18629761.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20210583012,35707183.0,2446.032538703932
2.0,0000 2845 BROADWAY              0000,0963039,0963,039,7.0,SRES,Single Family Residential,D,Dwelling,2003.0,7.0,6.0,22.0,3.0,0.0,2022,RH1D,,0.0,0.0,13278.0,0.0,11764.0,O,POINT (-122.4440643630063 37.79274622668099),1000.0,1.0,,,,0.0,0.0,2002-11-22T00:00:00.000,0.0,24679633.0,10722119.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20220963039,35401752.0,2666.196113872571
2.0,2520 2520 PACIFIC             AV0000,0583012,0583,012,5.0,SRES,Single Family Residential,D,Dwelling,1905.0,5.0,0.0,19.0,3.0,1.0,2020,RH1,C,0.0,0.0,9320.0,0.0,7466.0,,POINT (-122.43773624968992 37.79325919816034),1000.0,1.0,,,,0.0,0.0,2014-03-31T00:00:00.000,0.0,16902315.0,18438736.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20200583012,35341051.0,3791.958261802575
2.0,0000 2701 BROADWAY              0000,0962001,0962,001,7.0,SRES,Single Family Residential,D,Dwelling,1910.0,9.0,6.0,25.0,4.0,1.0,2022,RH1D,D,0.0,0.0,14910.0,1670.0,9112.0,,POINT (-122.44185551321608 37.793186288933356),1000.0,1.0,,,,0.0,0.0,2015-05-15T00:00:00.000,0.0,10532533.0,24575913.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20220962001,35108446.0,2354.691213950369
2.0,0000 2901 BROADWAY              0000,0964001,0964,001,7.0,SRES,Single Family Residential,D,Dwelling,1927.0,7.0,7.0,12.0,3.0,1.0,2017,RH1D,D,0.0,0.0,6848.0,0.0,16570.0,,POINT (-122.44511502390264 37.792679460959405),1000.0,1.0,,,,0.0,0.0,2012-12-07T00:00:00.000,0.0,14092318.0,20982079.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20170964001,35074397.0,5121.845356308411
2.0,0000 2845 BROADWAY              0000,0963039,0963,039,7.0,SRES,Single Family Residential,D,Dwelling,2003.0,7.0,6.0,22.0,3.0,0.0,2021,RH1D,,0.0,0.0,13278.0,0.0,11764.0,O,POINT (-122.4440643630063 37.79274622668099),1000.0,1.0,,,,0.0,0.0,2002-11-22T00:00:00.000,0.0,24195720.0,10511882.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20210963039,34707602.0,2613.9179093236935
2.0,0000 2701 BROADWAY              0000,0962001,0962,001,7.0,SRES,Single Family Residential,D,Dwelling,1910.0,9.0,6.0,25.0,4.0,1.0,2021,RH1D,D,0.0,0.0,14910.0,1670.0,9112.0,,POINT (-122.44185551321608 37.793186288933356),1000.0,1.0,,,,0.0,0.0,2015-05-15T00:00:00.000,0.0,10326013.0,24094033.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20210962001,34420046.0,2308.520858484239
2.0,0000 2901 BROADWAY              0000,0964001,0964,001,7.0,SRES,Single Family Residential,D,Dwelling,1927.0,7.0,7.0,12.0,3.0,1.0,2016,RH1D,D,0.0,0.0,6848.0,0.0,16570.0,,POINT (-122.44511502390264 37.792679460959405),1000.0,1.0,,,,0.0,0.0,2012-12-07T00:00:00.000,0.0,13815999.0,20570666.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20160964001,34386665.0,5021.4172021028035
2.0,0000 2845 BROADWAY              0000,0963039,0963,039,7.0,SRES,Single Family Residential,D,Dwelling,2003.0,7.0,6.0,22.0,3.0,0.0,2020,RH1D,,0.0,0.0,13278.0,0.0,11764.0,O,POINT (-122.4440643630063 37.79274622668099),1000.0,1.0,,,,0.0,0.0,2002-11-22T00:00:00.000,0.0,23947624.0,10404096.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20200963039,34351720.0,2587.115529447206
2.0,0000 2701 BROADWAY              0000,0962001,0962,001,7.0,SRES,Single Family Residential,D,Dwelling,1910.0,9.0,6.0,25.0,4.0,1.0,2020,RH1D,D,0.0,0.0,14910.0,1670.0,9112.0,,POINT (-122.44185551321608 37.793186288933356),1000.0,1.0,,,,0.0,0.0,2015-05-15T00:00:00.000,0.0,10220133.0,23846979.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20200962001,34067112.0,2284.849899396378
2.0,2520 2520 PACIFIC             AV0000,0583012,0583,012,5.0,SRES,Single Family Residential,D,Dwelling,1905.0,5.0,0.0,19.0,3.0,1.0,2019,RH1,C,0.0,0.0,9320.0,0.0,7466.0,,POINT (-122.43773624968992 37.79325919816034),1000.0,1.0,,,,0.0,0.0,2014-03-31T00:00:00.000,0.0,15954368.0,18077193.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20190583012,34031561.0,3651.455042918455
2.0,0000 2840 BROADWAY              0000,0958004,0958,004,7.0,SRES,Single Family Residential,D,Dwelling,1916.0,7.0,0.0,22.0,3.0,1.0,2014,RH1D,D,0.0,0.0,17286.0,0.0,7562.0,,POINT (-122.44389121405669 37.79344144709205),1000.0,0.5,,,,0.0,0.0,2011-08-10T00:00:00.000,0.0,10143844.0,23668970.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20140958004,33812814.0,1956.080874696286
2.0,0000 2840 BROADWAY              0000,0958004,0958,004,7.0,SRES,Single Family Residential,D,Dwelling,1916.0,7.0,0.0,22.0,3.0,1.0,2013,RH1D,D,0.0,0.0,17286.0,0.0,7562.0,,POINT (-122.44389121405669 37.79344144709205),1000.0,0.5,,,,0.0,0.0,2011-08-10T00:00:00.000,0.0,10098000.0,23562000.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20130958004,33660000.0,1947.2405414786533
2.0,0000 2900 BROADWAY              0000,0957002,0957,002,7.0,SRES,Single Family Residential,D,Dwelling,1928.0,6.0,5.0,14.0,3.0,1.0,2022,RH1D,D,0.0,0.0,8525.0,0.0,5497.0,,POINT (-122.44508919647603 37.793289199244256),1000.0,1.0,,,,0.0,0.0,2018-10-29T00:00:00.000,0.0,10091313.0,23546399.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20220957002,33637712.0,3945.772668621701
2.0,0000 2701 BROADWAY              0000,0962001,0962,001,7.0,SRES,Single Family Residential,D,Dwelling,1910.0,9.0,6.0,25.0,4.0,1.0,2019,RH1D,D,0.0,0.0,14910.0,1670.0,9112.0,,POINT (-122.44185551321608 37.793186288933356),1000.0,1.0,,,,0.0,0.0,2015-05-15T00:00:00.000,0.0,10019739.0,23379392.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20190962001,33399131.0,2240.049027498323
2.0,0000 2840 BROADWAY              0000,0958004,0958,004,7.0,SRES,Single Family Residential,D,Dwelling,1916.0,7.0,0.0,22.0,3.0,1.0,2012,RH1D,D,0.0,0.0,17286.0,0.0,7562.0,,POINT (-122.44389121405669 37.79344144709205),1000.0,0.5,,,,0.0,0.0,2011-08-10T00:00:00.000,0.0,9900000.0,23100000.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20120958004,33000000.0,1909.0593543908365
2.0,0000 2900 BROADWAY              0000,0957002,0957,002,7.0,SRES,Single Family Residential,D,Dwelling,1928.0,6.0,5.0,14.0,3.0,1.0,2021,RH1D,D,0.0,0.0,8525.0,0.0,5497.0,,POINT (-122.44508919647603 37.793289199244256),1000.0,1.0,,,,0.0,0.0,2018-10-29T00:00:00.000,0.0,9893445.0,23084705.0,0.0,7.0,7B,Pacific Heights,2.0,Pacific Heights,2023-10-04T09:38:21.000,2023-10-02T12:14:02.000,20210957002,32978150.0,3868.4046920821115
